,brand,year,selling_price,km_driven,fuel,seller_type,transmission,owner
2647,Honda,2009,300000,120000,Petrol,Individual,Manual,Second Owner
2648,Maruti,2016,340000,56000,Petrol,Dealer,Manual,First Owner
2649,Maruti,2005,90000,70000,Petrol,Individual,Manual,Second Owner
2650,Maruti,2006,150000,140300,Petrol,Individual,Manual,First Owner
2651,Maruti,2010,115999,70000,Petrol,Individual,Manual,First Owner
2652,Maruti,2016,375000,23000,Petrol,Dealer,Manual,Second Owner
2653,Maruti,2007,275000,10211,Petrol,Individual,Manual,First Owner
2654,Mahindra,2005,120000,120000,Diesel,Individual,Manual,Third Owner
2655,Maruti,2015,350000,120000,Diesel,Individual,Manual,First Owner
2656,Maruti,2017,409999,35000,Petrol,Individual,Manual,First Owner
2657,Hyundai,2012,500000,130000,Diesel,Individual,Manual,First Owner
2658,Nissan,2013,220000,90000,Diesel,Individual,Manual,Second Owner
2659,Ford,2008,120000,80000,Petrol,Individual,Manual,Second Owner
2660,Hyundai,2007,70000,55000,Petrol,Individual,Manual,Second Owner
2661,Maruti,2017,800000,15000,Petrol,Individual,Manual,First Owner
2662,Maruti,2014,450000,260000,Diesel,Individual,Manual,Second Owner
2663,Mahindra,2012,525000,145000,Diesel,Individual,Manual,First Owner
2664,Datsun,2016,300000,35000,Petrol,Individual,Manual,First Owner
2665,Hyundai,2008,195000,56000,Petrol,Individual,Manual,Second Owner
2666,Ford,2007,130000,98000,Diesel,Individual,Manual,Second Owner
2667,Toyota,2011,300000,135000,Diesel,Individual,Manual,Second Owner
2668,Maruti,2002,120000,60000,Petrol,Individual,Manual,Third Owner
2669,Toyota,2010,450000,120000,Diesel,Individual,Manual,Third Owner
2670,Tata,2010,160000,102000,Diesel,Individual,Manual,Second Owner
2671,Mahindra,2018,800000,35000,Diesel,Individual,Manual,First Owner
2672,Maruti,2013,100000,80000,Petrol,Individual,Manual,First Owner
2673,Maruti,2015,265000,32933,Petrol,Dealer,Manual,First Owner
2674,Maruti,2008,175000,54551,Petrol,Dealer,Manual,First Owner
2675,Maruti,2014,250999,57112,Petrol,Dealer,Manual,First Owner
2676,Hyundai,2015,471000,41025,Petrol,Dealer,Automatic,First Owner
2677,Maruti,2019,650000,5000,Diesel,Individual,Manual,First Owner
2678,Hyundai,2012,225000,53122,Petrol,Dealer,Manual,Second Owner
2679,Maruti,2013,245000,64111,CNG,Dealer,Manual,First Owner
2680,Maruti,2011,221000,78892,Petrol,Dealer,Manual,First Owner
2681,Hyundai,2011,271000,74113,Petrol,Dealer,Manual,First Owner
2682,Maruti,2012,290000,80000,Petrol,Dealer,Manual,First Owner
2683,Maruti,2017,525000,39000,Petrol,Dealer,Manual,First Owner
2684,Volkswagen,2012,377000,84775,Petrol,Dealer,Manual,First Owner
2685,Tata,2012,95000,20778,Petrol,Dealer,Manual,First Owner
2686,Maruti,2015,763000,64441,Diesel,Dealer,Manual,First Owner
2687,Honda,2015,450000,43192,Petrol,Dealer,Manual,First Owner
2688,Tata,2014,140000,44416,Petrol,Dealer,Manual,First Owner
2689,Maruti,2016,701000,79991,Diesel,Dealer,Manual,First Owner
2690,Nissan,2011,277000,62601,Diesel,Dealer,Manual,Second Owner
2691,Maruti,2018,520000,50000,Petrol,Individual,Automatic,First Owner
2692,Ford,2017,550000,100000,Diesel,Individual,Manual,First Owner
2693,Volkswagen,2011,260000,97000,Diesel,Individual,Manual,Third Owner
2694,Renault,2015,420000,100000,Diesel,Individual,Manual,First Owner
2695,OpelCorsa,2002,35000,100000,Petrol,Individual,Manual,Third Owner
2696,Mahindra,2018,1150000,20000,Diesel,Individual,Manual,First Owner
2697,Maruti,2017,680000,46000,Petrol,Individual,Manual,First Owner
2698,Maruti,2012,425000,40000,Diesel,Individual,Manual,First Owner
2699,Maruti,2014,450000,70000,Diesel,Individual,Manual,Second Owner
2700,Toyota,2008,590000,89600,Diesel,Individual,Manual,Third Owner
2701,Volkswagen,2017,936999,60800,Petrol,Individual,Manual,First Owner
2702,Honda,2015,420000,104000,Diesel,Individual,Manual,Second Owner
2703,Volkswagen,2014,450000,80000,Diesel,Individual,Manual,Second Owner
2704,Maruti,2004,40000,69111,Petrol,Individual,Manual,Third Owner
2705,Toyota,2014,520000,70000,Diesel,Individual,Manual,Second Owner
2706,Maruti,2007,80000,120000,Petrol,Individual,Manual,First Owner
2707,Tata,2014,55000,40000,Petrol,Individual,Manual,First Owner
2708,Mahindra,2001,80000,100000,Diesel,Individual,Manual,Third Owner
2709,Maruti,2019,210000,20000,Petrol,Individual,Manual,First Owner
2710,Tata,2017,260000,50000,Diesel,Individual,Manual,First Owner
2711,Tata,2016,250000,70000,Diesel,Individual,Manual,First Owner
2712,Tata,2008,80000,90000,Diesel,Individual,Manual,First Owner
2713,Toyota,2010,450000,150000,Diesel,Individual,Manual,Second Owner
2714,Toyota,2005,310000,120000,Diesel,Individual,Manual,Second Owner
2715,Ford,2014,350000,90000,Petrol,Individual,Manual,Second Owner
2716,Maruti,2011,320000,100000,Diesel,Individual,Manual,First Owner
2717,Honda,2016,475000,90000,Diesel,Individual,Manual,First Owner
2718,Tata,2011,220000,140000,Diesel,Individual,Manual,Second Owner
2719,Tata,2008,70000,60000,Petrol,Individual,Manual,First Owner
2720,Chevrolet,2015,281000,40000,Diesel,Individual,Manual,First Owner
2721,Tata,2013,211000,80000,Diesel,Individual,Manual,First Owner
2722,Hyundai,2018,550000,11000,Petrol,Individual,Manual,First Owner
2723,Chevrolet,2014,350000,110000,Diesel,Individual,Manual,First Owner
2724,Maruti,2017,420000,19890,Petrol,Dealer,Automatic,First Owner
2725,Renault,2015,270000,20969,Petrol,Dealer,Manual,First Owner
2726,Maruti,2016,399000,20194,Petrol,Dealer,Manual,First Owner
2727,Ford,2016,440000,34982,Petrol,Dealer,Manual,First Owner
2728,Hyundai,2012,250000,44588,Petrol,Dealer,Manual,First Owner
2729,Ford,2016,650000,57904,Diesel,Dealer,Manual,First Owner
2730,Maruti,2015,270000,59258,Petrol,Dealer,Manual,First Owner
2731,Ford,2016,390000,60826,Petrol,Dealer,Manual,First Owner
2732,Mahindra,2018,1500000,50000,Diesel,Individual,Manual,First Owner
2733,Maruti,2014,225000,35000,Petrol,Individual,Manual,First Owner
2734,Mahindra,2015,900000,110000,Diesel,Individual,Manual,Second Owner
2735,Hyundai,2018,1600000,40000,Diesel,Individual,Automatic,First Owner
2736,Tata,2019,800000,10000,Petrol,Individual,Manual,First Owner
2737,Honda,2013,320000,50000,Diesel,Individual,Manual,First Owner
2738,Maruti,2016,300000,25000,Petrol,Individual,Manual,First Owner
2739,Hyundai,2018,740000,25000,Petrol,Individual,Manual,First Owner
2740,Datsun,2019,350000,1300,Petrol,Individual,Manual,First Owner
2741,Datsun,2014,280000,40000,Petrol,Individual,Manual,First Owner
2742,Maruti,2018,675000,50000,Diesel,Individual,Automatic,First Owner
2743,Hyundai,2011,300000,20000,Petrol,Individual,Manual,First Owner
2744,Chevrolet,2011,400000,76000,Diesel,Individual,Manual,Third Owner
2745,Mahindra,2010,420000,100000,Diesel,Individual,Manual,Third Owner
2746,Tata,2008,300000,120000,Diesel,Individual,Manual,First Owner
2747,Maruti,2010,170000,70000,Petrol,Individual,Manual,First Owner
2748,Hyundai,2014,210000,70000,Petrol,Individual,Manual,Third Owner
2749,Maruti,2015,600000,60000,Diesel,Individual,Manual,Second Owner
2750,Maruti,2014,260000,38000,Petrol,Individual,Manual,Second Owner
2751,Tata,2015,82000,19000,Petrol,Individual,Manual,First Owner
2752,Mahindra,2016,690000,75000,Diesel,Individual,Manual,First Owner
2753,Hyundai,2015,300000,70000,Diesel,Individual,Manual,First Owner
2754,Honda,2017,1250000,30000,Diesel,Individual,Manual,First Owner
2755,Hyundai,2017,799000,31707,Diesel,Individual,Manual,First Owner
2756,Toyota,2010,1000000,180000,Diesel,Individual,Manual,First Owner
2757,Maruti,2014,190000,90000,Petrol,Individual,Manual,Second Owner
2758,Mahindra,2014,250000,30000,Diesel,Individual,Manual,First Owner
2759,Hyundai,2009,200000,60000,Petrol,Individual,Manual,First Owner
2760,Mahindra,2005,300000,90000,Diesel,Individual,Manual,Second Owner
2761,Tata,2015,250000,120000,Petrol,Individual,Manual,Second Owner
2762,Maruti,2008,90000,70000,Petrol,Individual,Manual,Third Owner
2763,Renault,2016,700000,160000,Diesel,Individual,Manual,First Owner
2764,Volvo,2012,1750000,115992,Diesel,Dealer,Automatic,Third Owner
2765,Maruti,2017,290000,110000,Petrol,Individual,Manual,Second Owner
2766,Toyota,2014,1050000,97000,Diesel,Individual,Manual,Second Owner
2767,Tata,2008,70000,100000,Diesel,Individual,Manual,Third Owner
2768,Maruti,2016,520000,41000,Diesel,Individual,Manual,First Owner
2769,Tata,2012,150000,90000,Diesel,Individual,Manual,First Owner
2770,Hyundai,2008,120000,90000,Petrol,Individual,Manual,First Owner
2771,Hyundai,2016,600000,25000,Petrol,Individual,Manual,First Owner
2772,Tata,2010,150000,70000,Diesel,Individual,Manual,Second Owner
2773,Volkswagen,2011,400000,60000,Petrol,Individual,Manual,First Owner
2774,Maruti,2015,310000,30000,Petrol,Individual,Manual,Second Owner
2775,Maruti,2015,550000,30000,Petrol,Individual,Manual,First Owner
2776,Hyundai,2016,550000,60000,Diesel,Individual,Manual,First Owner
2777,Hyundai,2013,320000,73000,Diesel,Individual,Manual,First Owner
2778,Maruti,1992,50000,100000,Petrol,Individual,Manual,Fourth & Above Owner
2779,Maruti,2017,700000,50000,Diesel,Individual,Manual,Second Owner
2780,Maruti,2012,700000,110000,Diesel,Individual,Manual,Second Owner
2781,Hyundai,2017,655000,84000,Diesel,Dealer,Manual,First Owner
2782,Chevrolet,2011,200000,110000,LPG,Individual,Manual,First Owner
2783,Renault,2012,375000,150000,Diesel,Individual,Manual,First Owner
2784,Hyundai,2012,470000,109052,Diesel,Dealer,Manual,First Owner
2785,Maruti,2015,550000,90658,Diesel,Dealer,Manual,First Owner
2786,Honda,2014,500000,110000,Diesel,Individual,Manual,Second Owner
2787,Datsun,2015,210000,25000,Petrol,Individual,Manual,First Owner
2788,Mercedes-Benz,2013,1451000,81000,Diesel,Dealer,Automatic,First Owner
2789,Hyundai,2009,245000,75000,Diesel,Dealer,Automatic,First Owner
2790,Honda,2017,700000,25552,Petrol,Dealer,Manual,Second Owner
2791,Hyundai,2018,300000,20000,Petrol,Individual,Manual,First Owner
2792,Hyundai,2017,350000,80000,Diesel,Individual,Manual,First Owner
2793,Hyundai,2017,635000,25000,Petrol,Dealer,Automatic,First Owner
2794,Honda,2012,325000,40700,Petrol,Individual,Manual,First Owner
2795,Mahindra,2017,1150000,65500,Diesel,Dealer,Automatic,First Owner
2796,Tata,2008,110000,42000,Petrol,Dealer,Manual,First Owner
2797,Honda,2018,890000,8000,Petrol,Dealer,Manual,First Owner
2798,Maruti,2007,73000,80000,Petrol,Individual,Manual,Second Owner
2799,Maruti,2016,750000,6000,Petrol,Dealer,Manual,First Owner
2800,Maruti,2018,690000,11174,Petrol,Dealer,Manual,First Owner
2801,Tata,2008,130000,120000,Petrol,Individual,Manual,First Owner
2802,Hyundai,2007,85000,85000,Petrol,Individual,Manual,Second Owner
2803,Hyundai,2018,1575000,10000,Petrol,Individual,Automatic,First Owner
2804,Nissan,2013,325000,105000,Diesel,Individual,Manual,First Owner
2805,Honda,1998,85000,120000,Petrol,Individual,Manual,Second Owner
2806,Hyundai,2018,860000,30000,Diesel,Dealer,Manual,Second Owner
2807,Maruti,2017,690000,41000,Diesel,Individual,Manual,First Owner
2808,Hyundai,2013,650000,54000,Diesel,Dealer,Manual,First Owner
2809,Chevrolet,2014,375000,40000,Diesel,Individual,Manual,First Owner
2810,Hyundai,2013,525000,71000,Diesel,Dealer,Manual,First Owner
2811,Maruti,2016,330000,72500,Petrol,Dealer,Manual,First Owner
2812,Maruti,2013,280000,76600,Petrol,Dealer,Manual,First Owner
2813,Maruti,2014,470000,40000,Petrol,Individual,Manual,First Owner
2814,Volkswagen,2011,350000,110000,Diesel,Individual,Manual,First Owner
2815,Honda,2012,480000,63000,Petrol,Dealer,Manual,First Owner
2816,Hyundai,2016,620000,60000,Diesel,Individual,Manual,First Owner
2817,Datsun,2014,250000,58000,Petrol,Individual,Manual,First Owner
2818,Chevrolet,2010,78692,80000,Petrol,Individual,Manual,Second Owner
2819,Hyundai,2012,350000,80000,Diesel,Individual,Manual,First Owner
2820,Maruti,2013,250000,70000,Petrol,Individual,Manual,Second Owner
2821,Hyundai,2011,260000,97700,Petrol,Individual,Manual,Fourth & Above Owner
2822,Honda,2016,640000,36000,Diesel,Individual,Manual,Second Owner
2823,Tata,2008,220000,90000,Diesel,Individual,Manual,Second Owner
2824,Volkswagen,2015,465000,130000,Diesel,Individual,Manual,First Owner
2825,Maruti,2010,229999,120000,Diesel,Individual,Manual,Second Owner
2826,Maruti,2018,425000,15000,Petrol,Individual,Manual,First Owner
2827,Tata,2008,95000,120000,Petrol,Individual,Manual,Third Owner
2828,Hyundai,2012,170000,170000,LPG,Individual,Manual,Third Owner
2829,Datsun,2016,229999,37500,Petrol,Individual,Manual,Second Owner
2830,Maruti,1999,45000,50000,Petrol,Individual,Manual,Third Owner
2831,Maruti,2007,479000,145000,Petrol,Individual,Manual,Third Owner
2832,Hyundai,2016,340000,30000,Petrol,Individual,Manual,First Owner
2833,Maruti,2016,620000,35000,Petrol,Individual,Manual,First Owner
2834,Tata,2012,270000,60000,Diesel,Individual,Manual,First Owner
2835,Tata,2018,400000,35000,Diesel,Individual,Manual,First Owner
2836,Maruti,2015,260000,40000,Petrol,Individual,Manual,First Owner
2837,Hyundai,2003,48000,50000,Petrol,Individual,Manual,Fourth & Above Owner
2838,Tata,2015,100000,23800,Petrol,Individual,Manual,Second Owner
2839,Nissan,2015,490000,70000,Diesel,Individual,Manual,First Owner
2840,Maruti,2010,120000,90000,LPG,Individual,Manual,Second Owner
2841,Hyundai,2008,125000,102000,Petrol,Individual,Manual,Second Owner
2842,Maruti,2019,190000,5000,Petrol,Individual,Manual,First Owner
2843,Fiat,2011,500000,20000,Petrol,Individual,Manual,First Owner
2844,Toyota,2014,1800000,99000,Diesel,Individual,Automatic,First Owner
2845,Honda,2008,320000,90000,Petrol,Individual,Manual,First Owner
2846,Honda,2007,250000,47000,Petrol,Dealer,Automatic,First Owner
2847,Ford,2010,105000,90000,Diesel,Individual,Manual,Third Owner
2848,Hyundai,2018,550000,20000,Petrol,Individual,Manual,First Owner
2849,Hyundai,2019,600000,1100,Petrol,Individual,Automatic,First Owner
2850,Maruti,2020,210000,40000,Petrol,Individual,Manual,First Owner
2851,Maruti,2012,210000,15000,Petrol,Individual,Manual,First Owner
2852,Maruti,2009,150000,40000,Petrol,Individual,Manual,First Owner
2853,Hyundai,2008,125000,60000,Petrol,Individual,Manual,First Owner
2854,Maruti,2016,380000,20000,Petrol,Individual,Manual,First Owner
2855,Maruti,2019,600000,5000,Petrol,Individual,Manual,First Owner
2856,Maruti,2016,490000,27000,Petrol,Individual,Manual,First Owner
2857,Maruti,2018,545000,38000,Diesel,Individual,Manual,Second Owner
2858,Maruti,2015,250000,25000,Petrol,Individual,Manual,First Owner
2859,Hyundai,2020,1050000,1100,Petrol,Individual,Manual,First Owner
2860,Maruti,2007,100000,100000,Petrol,Individual,Manual,First Owner
2861,Ford,2014,250000,100000,Diesel,Individual,Manual,Second Owner
2862,Maruti,2007,100000,110000,Petrol,Individual,Manual,First Owner
2863,Ford,2016,350000,60000,Diesel,Individual,Manual,Second Owner
2864,Renault,2012,370000,70000,Diesel,Individual,Manual,Second Owner
2865,Maruti,2004,121000,110000,Petrol,Individual,Manual,Second Owner
2866,Ford,2017,570000,44077,Petrol,Dealer,Automatic,First Owner
2867,Maruti,2017,785000,24000,Diesel,Individual,Manual,First Owner
2868,Maruti,2018,850000,30000,Diesel,Individual,Manual,First Owner
2869,Maruti,2016,375000,30000,Petrol,Individual,Manual,Second Owner
2870,Maruti,2017,619000,40000,Petrol,Individual,Manual,First Owner
2871,Chevrolet,2011,335000,90000,Diesel,Individual,Manual,Second Owner
2872,Toyota,2006,500000,50000,Diesel,Individual,Manual,First Owner
2873,Maruti,2003,60000,100000,Petrol,Individual,Manual,Second Owner
2874,Mahindra,2015,210000,210000,Diesel,Individual,Manual,First Owner
2875,Toyota,2019,1900000,20000,Diesel,Individual,Manual,First Owner
2876,Tata,2013,270000,70000,Diesel,Individual,Manual,Second Owner
2877,Maruti,2010,225000,100000,Petrol,Individual,Manual,Second Owner
2878,Maruti,2011,150000,160000,Petrol,Individual,Manual,Second Owner
2879,Chevrolet,2013,173000,70000,Diesel,Individual,Manual,First Owner
2880,BMW,2018,4800000,9422,Diesel,Individual,Automatic,First Owner
2881,Volkswagen,2017,710000,110000,Diesel,Individual,Automatic,First Owner
2882,Toyota,2019,1500000,20000,Petrol,Individual,Manual,First Owner
2883,Maruti,2017,550000,20000,Petrol,Individual,Manual,First Owner
2884,Maruti,2008,58000,70000,Petrol,Individual,Manual,Second Owner
2885,Audi,2012,1200000,60000,Petrol,Individual,Automatic,Third Owner
2886,Mahindra,2013,500000,150000,Diesel,Individual,Manual,First Owner
2887,Maruti,2009,120000,83000,Petrol,Individual,Manual,Second Owner
2888,Toyota,2012,300000,250000,Diesel,Individual,Manual,First Owner
2889,Hyundai,2018,300000,30000,Petrol,Individual,Manual,First Owner
2890,Datsun,2015,295000,21000,Petrol,Individual,Manual,First Owner
2891,Maruti,2018,587000,80000,CNG,Individual,Manual,First Owner
2892,Ambassador,2012,430000,50000,Petrol,Individual,Manual,Second Owner
2893,Hyundai,2007,123000,50000,Petrol,Individual,Manual,Second Owner
2894,Skoda,2012,450000,48500,Diesel,Individual,Automatic,Second Owner
2895,Maruti,2007,130000,60000,Petrol,Individual,Manual,Third Owner
2896,Tata,2010,110000,90000,Diesel,Individual,Manual,Second Owner
2897,Mahindra,2010,200000,240000,Diesel,Individual,Manual,Third Owner
2898,Hyundai,2015,320000,70000,Petrol,Individual,Manual,Second Owner
2899,Maruti,2014,300000,50000,Petrol,Individual,Manual,First Owner
2900,Volkswagen,2016,350000,110000,Petrol,Individual,Manual,First Owner
2901,Maruti,2018,800000,50000,Petrol,Individual,Manual,First Owner
2902,Hyundai,2016,270000,175000,Diesel,Individual,Manual,First Owner
2903,Hyundai,2017,540000,60000,Petrol,Individual,Manual,First Owner
2904,Maruti,2011,160000,60000,CNG,Individual,Manual,Second Owner
2905,Maruti,2013,340000,100000,Diesel,Individual,Manual,Second Owner
2906,Maruti,2017,350000,40000,Petrol,Individual,Manual,Second Owner
2907,Volkswagen,2011,300000,100000,Diesel,Individual,Manual,First Owner
2908,Maruti,2013,330000,63000,Diesel,Individual,Manual,First Owner
2909,Maruti,2016,325000,80000,CNG,Individual,Manual,Second Owner
2910,Maruti,2013,250000,55000,Diesel,Individual,Manual,First Owner
2911,Maruti,2013,250000,55000,Diesel,Individual,Manual,First Owner
2912,Chevrolet,2015,240000,60000,Petrol,Individual,Manual,First Owner
2913,Hyundai,2020,545000,5000,Petrol,Individual,Manual,First Owner
2914,Hyundai,2015,300000,48000,Petrol,Dealer,Manual,First Owner
2915,Renault,2017,240000,50000,Petrol,Individual,Manual,First Owner
2916,Renault,2018,360000,15000,Petrol,Individual,Manual,First Owner
2917,Hyundai,2012,250000,70000,Diesel,Individual,Manual,First Owner
2918,Skoda,2019,475000,105000,Diesel,Dealer,Automatic,First Owner
2919,Hyundai,2016,600000,50000,Diesel,Individual,Manual,Second Owner
2920,Tata,2010,150000,80000,Diesel,Individual,Manual,Second Owner
2921,Ford,2017,700000,50000,Diesel,Individual,Manual,First Owner
2922,Mahindra,2016,1290000,5000,Diesel,Individual,Manual,First Owner
2923,Maruti,2018,500000,10000,Petrol,Individual,Automatic,First Owner
2924,Hyundai,2012,193000,45000,Petrol,Individual,Manual,Second Owner
2925,Honda,2015,800000,10000,Petrol,Individual,Manual,First Owner
2926,Maruti,2008,150000,50000,Petrol,Individual,Manual,First Owner
2927,Maruti,2002,80000,40000,Petrol,Individual,Manual,Fourth & Above Owner
2928,Ford,2010,130000,100000,Diesel,Individual,Manual,Third Owner
2929,Ford,2012,280000,80000,Diesel,Individual,Manual,Second Owner
2930,Mahindra,2011,229999,110000,Diesel,Individual,Manual,Second Owner
2931,Maruti,2008,80000,120000,Petrol,Individual,Manual,First Owner
2932,Tata,2010,70000,10000,Petrol,Individual,Manual,First Owner
2933,Maruti,2013,240000,60000,Diesel,Individual,Manual,Second Owner
2934,Mahindra,2010,380000,72000,Diesel,Individual,Manual,Second Owner
2935,Hyundai,2006,80000,110000,Petrol,Individual,Manual,First Owner
2936,Hyundai,2013,265000,50000,Petrol,Individual,Manual,First Owner
2937,Hyundai,2018,320000,25000,Petrol,Individual,Manual,First Owner
2938,Nissan,2014,500000,120000,Diesel,Individual,Manual,Third Owner
2939,Hyundai,2016,1300000,55000,Diesel,Individual,Manual,First Owner
2940,Mahindra,2018,1500000,35000,Diesel,Individual,Manual,First Owner
2941,Toyota,2016,1800000,110000,Diesel,Individual,Automatic,First Owner
2942,Mahindra,2014,600000,80000,Diesel,Individual,Manual,Second Owner
2943,Tata,2018,420000,80000,Petrol,Individual,Manual,First Owner
2944,Maruti,2009,140000,120000,Petrol,Individual,Manual,First Owner
2945,Skoda,2010,300000,100000,Diesel,Individual,Manual,Second Owner
2946,Hyundai,2006,100000,60000,Petrol,Dealer,Manual,Second Owner
2947,Maruti,2017,350000,25000,Petrol,Dealer,Manual,First Owner
2948,Ford,2018,850000,19000,Petrol,Dealer,Manual,First Owner
2949,Maruti,2008,140000,54000,Petrol,Dealer,Manual,First Owner
2950,Ford,2015,550000,17100,Petrol,Dealer,Manual,Second Owner
2951,Hyundai,2017,525000,19000,Petrol,Dealer,Automatic,First Owner
2952,Ford,2015,470000,146000,Diesel,Dealer,Manual,First Owner
2953,Ford,2013,900000,98000,Diesel,Dealer,Automatic,First Owner
2954,Ford,2011,500000,224642,Diesel,Dealer,Manual,Second Owner
2955,Maruti,1998,80000,120000,Petrol,Individual,Manual,Second Owner
2956,Mahindra,2011,175000,175000,Diesel,Individual,Manual,First Owner
2957,Mahindra,2017,1350000,15000,Diesel,Individual,Automatic,Second Owner
2958,Renault,2017,800000,50000,Diesel,Individual,Manual,First Owner
2959,Datsun,2017,250000,15000,Petrol,Individual,Manual,First Owner
2960,Maruti,2018,700000,25000,Petrol,Individual,Automatic,First Owner
2961,Tata,2019,800000,25000,Diesel,Individual,Manual,First Owner
2962,Mahindra,2013,660000,69000,Diesel,Individual,Manual,First Owner
2963,Maruti,2015,465000,60000,Diesel,Individual,Manual,Third Owner
2964,Mahindra,2006,180000,222435,Diesel,Individual,Manual,Second Owner
2965,Maruti,2017,600000,66000,Diesel,Individual,Manual,Third Owner
2966,Ford,2010,150000,110000,Petrol,Individual,Manual,First Owner
2967,Hyundai,2014,450000,78000,Diesel,Individual,Manual,Second Owner
2968,Hyundai,2019,721000,10000,Petrol,Individual,Manual,First Owner
2969,Maruti,2018,300000,35000,Petrol,Individual,Manual,First Owner
2970,Mahindra,2019,1000000,10000,Diesel,Individual,Manual,First Owner
2971,Renault,2016,300000,40000,Petrol,Individual,Manual,First Owner
2972,Mahindra,2013,450000,120000,Diesel,Individual,Manual,First Owner
2973,Maruti,1997,79000,70000,Petrol,Individual,Automatic,First Owner
2974,Ford,2017,545000,40000,Diesel,Individual,Manual,First Owner
2975,Honda,2018,844999,20000,Diesel,Individual,Manual,First Owner
2976,Skoda,2016,700000,93000,Diesel,Individual,Manual,First Owner
2977,Toyota,2016,650000,159000,Diesel,Individual,Manual,First Owner
2978,Ford,2014,525000,75000,Diesel,Individual,Manual,Second Owner
2979,Ford,2006,110000,101100,Diesel,Individual,Manual,Third Owner
2980,Tata,2011,180000,66000,Diesel,Individual,Manual,First Owner
2981,Hyundai,2012,280000,30000,Petrol,Individual,Manual,Second Owner
2982,Renault,2019,400000,10000,Petrol,Individual,Manual,First Owner
2983,Mahindra,2012,625000,126000,Diesel,Individual,Manual,Second Owner
2984,Volkswagen,2015,535000,70000,Diesel,Individual,Manual,First Owner
2985,Maruti,2017,459999,50000,Diesel,Individual,Manual,First Owner
2986,Mahindra,2010,300000,100000,Diesel,Individual,Manual,First Owner
2987,Honda,2007,280000,60000,Petrol,Individual,Automatic,First Owner
2988,Honda,2014,500000,70000,Petrol,Individual,Manual,First Owner
2989,Hyundai,2019,1200000,1200,Petrol,Individual,Manual,First Owner
2990,Hyundai,2011,180000,134444,Petrol,Individual,Automatic,Second Owner
2991,Maruti,2009,78000,120000,Petrol,Individual,Manual,Second Owner
2992,Nissan,2011,160000,120000,Diesel,Individual,Manual,First Owner
2993,Mahindra,2014,600000,238000,Diesel,Individual,Manual,First Owner
2994,Maruti,2008,110000,100000,Petrol,Individual,Manual,Second Owner
2995,Mahindra,2011,450000,110000,Diesel,Individual,Manual,Second Owner
2996,Mahindra,2019,1350000,35000,Diesel,Individual,Manual,First Owner
2997,Honda,2003,120000,165000,Petrol,Individual,Manual,Second Owner
2998,Honda,2018,1040000,42000,Diesel,Individual,Manual,First Owner
2999,Hyundai,2014,390000,70000,Diesel,Individual,Manual,Second Owner
3000,Tata,2011,65000,60000,Petrol,Individual,Manual,Second Owner
3001,Volkswagen,2013,320000,115000,Diesel,Individual,Manual,Third Owner
3002,Volkswagen,2017,720000,70000,Diesel,Individual,Manual,First Owner
3003,Maruti,2007,220000,80000,Petrol,Individual,Manual,Second Owner
3004,Maruti,2011,225000,65000,Petrol,Dealer,Manual,First Owner
3005,Tata,2010,200000,150000,Diesel,Individual,Manual,Second Owner
3006,Toyota,2015,434999,75000,Diesel,Dealer,Manual,Second Owner
3007,Ford,2012,300000,63700,Diesel,Individual,Manual,First Owner
3008,Honda,2018,700000,74800,Diesel,Individual,Manual,First Owner
3009,Ford,2009,500000,105000,Diesel,Individual,Manual,Second Owner
3010,Renault,2016,500000,40000,Diesel,Individual,Manual,First Owner
3011,Maruti,2016,400000,90000,Diesel,Individual,Manual,Second Owner
3012,Toyota,2015,825000,75000,Diesel,Dealer,Manual,Second Owner
3013,Maruti,2018,720000,15000,Diesel,Individual,Manual,First Owner
3014,Maruti,2009,110000,30000,Petrol,Individual,Manual,Second Owner
3015,Mahindra,2014,600000,100000,Diesel,Individual,Manual,Second Owner
3016,Mahindra,2009,275000,155000,Diesel,Individual,Automatic,Third Owner
3017,Land,2012,2349000,149000,Diesel,Individual,Automatic,Second Owner
3018,Hyundai,2017,740000,60000,Diesel,Individual,Manual,First Owner
3019,Maruti,2017,800000,90000,Diesel,Individual,Manual,First Owner
3020,Hyundai,2019,1100000,100000,Diesel,Individual,Manual,First Owner
3021,BMW,2012,750000,100000,Diesel,Individual,Automatic,Second Owner
3022,Maruti,2012,200000,90000,Petrol,Individual,Manual,Second Owner
3023,Tata,2009,210000,75000,Diesel,Individual,Manual,First Owner
3024,Maruti,2009,270000,120000,Diesel,Individual,Manual,Second Owner
3025,Toyota,2016,630000,90000,Diesel,Individual,Manual,Second Owner
3026,Hyundai,2015,375000,55000,Petrol,Individual,Manual,First Owner
3027,Mahindra,2010,300000,70000,Diesel,Individual,Manual,First Owner
3028,Mahindra,2016,580000,95000,Diesel,Individual,Manual,Second Owner
3029,Hyundai,2014,550000,50000,Diesel,Individual,Manual,First Owner
3030,Maruti,2016,750000,50000,Diesel,Individual,Manual,First Owner
3031,Maruti,2014,250000,60516,Petrol,Individual,Manual,First Owner
3032,Hyundai,2012,434999,235000,Diesel,Individual,Manual,Second Owner
3033,Mercedes-Benz,2007,900000,76731,Diesel,Dealer,Automatic,First Owner
3034,Maruti,2016,685000,64000,Diesel,Dealer,Manual,First Owner
3035,Maruti,2014,540000,65000,Diesel,Dealer,Manual,First Owner
